GNAME|GNTYPE|LATDMS|LONDMS|ELEV|TOWNNAME
North River Winery|Locale|42.79452660|-72.81981840|406|WHITINGHAM
North Windham Cemetery|Cemetery|43.22229780|-72.70870610|517|WINDHAM
Oak Grove School|School|42.84008200|-72.55814560|124|BRATTLEBORO
Oakwood Cemetery|Cemetery|43.04257930|-72.67009320|171|TOWNSHEND
Old Brick Church|Church|43.12952220|-72.56731300|197|ATHENS
Old Fire House|Building|43.13563340|-72.44619950|96|ROCKINGHAM
Old Hogback-West Marlboro Cemetery|Cemetery|42.85702590|-72.77898400|540|MARLBORO
Oliver Lovell Cemetery|Cemetery|43.23007590|-72.45675530|177|ROCKINGHAM
Osgood-Chubbuck Cemetery|Cemetery|43.22229770|-72.80593100|393|LONDONDERRY
Our Lady of Fatima Catholic Church|Church|42.86563670|-72.86315330|463|WILMINGTON
Outing Club|Locale|42.85730400|-72.56953480|115|BRATTLEBORO
Overlook Trail|Trail|43.10618880|-72.76898490|232|JAMAICA
Parish Cemetery|Cemetery|42.95452490|-72.69898240|255|NEWFANE
Perry Family-Radway Cemetery|Cemetery|42.99813580|-72.64259230|155|NEWFANE
Pikes Falls Cemetery|Cemetery|43.09674430|-72.85537630|458|JAMAICA
Polish American Club|Building|43.13563340|-72.44592170|94|ROCKINGHAM
Polish-Sacred Heart Cemetery|Cemetery|43.11507820|-72.44147710|139|WESTMINSTER
Powers Cemetery|Cemetery|42.92452510|-72.77342860|390|MARLBORO
Prouty Center for Child Development|Building|42.85369300|-72.56342350|107|BRATTLEBORO
Prospect Hill Cemetery|Cemetery|42.84619300|-72.55592340|111|BRATTLEBORO
Putney Central School Forest|Forest|42.98563630|-72.52453390|120|PUTNEY
Putney Federated Church|Church|42.97508080|-72.52342280|131|PUTNEY
Putney Post Office|Post Office|42.97313640|-72.52203380|118|PUTNEY
Putney Public Library|Building|42.97230300|-72.52203380|117|PUTNEY
Railroad Bed Trail|Trail|43.11563320|-72.75592900|226|JAMAICA
Raponda Turn|Locale|42.85535920|-72.82315200|552|WILMINGTON
Rawsonville Cemetery|Cemetery|43.14702120|-72.83870940|343|JAMAICA
Restland Cemetery|Cemetery|43.12730010|-72.44869960|121|ROCKINGHAM
Restland Cemetery|Cemetery|42.86702550|-72.87065350|463|WILMINGTON
Retreat Cemetery|Cemetery|42.85813740|-72.56453470|97|BRATTLEBORO
Rice-Snow Cemetery|Cemetery|42.96257970|-72.87426520|569|DOVER
Riverside Cemetery|Cemetery|43.23007530|-72.83204290|414|LONDONDERRY
Robinson Dalewood Cemetery|Cemetery|43.10591080|-72.85454300|519|JAMAICA
Rockingham Free Public Library|Building|43.13063350|-72.44536610|98|ROCKINGHAM
Rockingham Meeting-House Cemetery|Cemetery|43.18813230|-72.48675560|162|ROCKINGHAM
Rockingham Meeting-House|Church|43.18785450|-72.48620000|164|ROCKINGHAM
Rockingham Town Forest|Forest|43.22924240|-72.56481320|271|GRAFTON
Rockingham Town Hall|Building|43.13257780|-72.44481060|98|ROCKINGHAM
Round Hill Cemetery|Cemetery|43.08341160|-72.70648310|196|TOWNSHEND
Sacketts Brook Stone Arch Bridge|Bridge|42.97535860|-72.52203380|117|PUTNEY
Sadawga Cemetery|Cemetery|42.78813770|-72.87648660|512|WHITINGHAM
Saint Charles Cemetery|Cemetery|43.11591140|-72.43925490|123|WESTMINSTER
Saint Edmund of Canterbury Roman Catholic Church|Church|43.13563340|-72.50703360|156|ROCKINGHAM
Saint Marys of the Mountain Episcopal Church|Church|42.86508110|-72.86315330|465|WILMINGTON
Saint Michaels Cemetery|Cemetery|42.84285980|-72.55925670|129|BRATTLEBORO
Saint Michaels and Walnut Street School|School|42.85647070|-72.55842340|89|BRATTLEBORO
Saint Michaels Church|Church|42.85591510|-72.55814560|87|BRATTLEBORO
Saint Michaels Episcopal Church|Church|42.86008180|-72.55814560|91|BRATTLEBORO
Salmon Hole|Bend|43.10507780|-72.75759570|320|JAMAICA
Sanderson Burial Plot|Cemetery|43.09007820|-72.70731650|254|TOWNSHEND
Sawtell Cemetery|Cemetery|42.96369160|-72.68564880|272|NEWFANE
Saxtons River Cemetery|Cemetery|43.13563340|-72.50870040|161|ROCKINGHAM
Saxtons River Elementary School|School|43.14035550|-72.50981150|154|ROCKINGHAM
Saxtons River Historical Society Building|Building|43.13868880|-72.50953370|150|ROCKINGHAM
Saxtons River Post Office|Post Office|43.13868880|-72.50953370|150|ROCKINGHAM
Saxtons River Village Historic District|Park|43.13868880|-72.50981150|150|ROCKINGHAM
Scott Cemetery|Cemetery|42.78341590|-72.74259390|500|HALIFAX
Scott Covered Bridge|Bridge|43.04869020|-72.69648270|141|TOWNSHEND
Second Congregational Church|Church|43.22924200|-72.81287570|349|LONDONDERRY
Seventh Day Adventist Church Cemetery|Cemetery|43.09841090|-72.85204290|454|JAMAICA
Seventh Day Adventist Church|Church|42.84563750|-72.56814580|128|BRATTLEBORO
Simpsonville Stone Arch Bridge|Bridge|43.07063430|-72.65564840|211|TOWNSHEND
Sitzmark Cross Country Ski Center|Locale|42.92174720|-72.83731950|486|WILMINGTON
Sitzmark Golf Course|Locale|42.92091380|-72.84009740|483|WILMINGTON
Smead Hill Cemetery|Cemetery|42.95285760|-72.88065430|562|DOVER
Somerset Cemetery|Cemetery|42.95396830|-72.98676860|597|SOMERSET
South Londonderry Free Library|Building|43.19111110|-72.81277780|0|LONDONDERRY
South Londonderry Village Historic District|Park|43.19285380|-72.81482000|319|LONDONDERRY
South Newfane-Branch Road Cemetery|Cemetery|42.92424760|-72.71092700|218|NEWFANE
South Wardsboro Cemetery|Cemetery|43.01063510|-72.78426260|488|WARDSBORO
South Windham Cemetery|Cemetery|43.12563310|-72.71176120|435|JAMAICA
South Windham Village Historic District|Park|43.12813300|-72.71176120|434|WINDHAM
Staples Cemetery|Cemetery|43.24868610|-72.82120940|382|LONDONDERRY
Stebbins Cemetery|Cemetery|42.76674940|-72.49731090|82|VERNON
Stevens Cemetery|Cemetery|43.23507520|-72.76454100|446|LONDONDERRY
Stiles Cemetery|Cemetery|43.13952170|-72.66787120|498|GRAFTON
Stowell Cemetery|Cemetery|43.23201970|-72.82315380|407|LONDONDERRY
Sunrise Trail|Trail|42.82313770|-72.56120120|194|VERNON
Sunset Trail|Trail|42.82008220|-72.56620130|188|GUILFORD
Sweet Pond State Park|Park|42.75563840|-72.63425820|294|GUILFORD
Taft Cemetery|Cemetery|42.94869190|-72.61870280|111|DUMMERSTON
Tater Hill Golf Course|Locale|43.22368660|-72.71453960|546|WINDHAM
Tater Hill Ski Center|Locale|43.22202000|-72.71787290|534|WINDHAM
Taylor-Stacy Cemetery|Cemetery|42.82258200|-72.76287230|467|HALIFAX
The Common|Park|42.85758180|-72.56064570|91|BRATTLEBORO
The Health Center at Bellows Falls|Hospital|43.12674460|-72.44453280|104|ROCKINGHAM
The Old Muster Ground|Park|42.85508170|-72.68481510|537|MARLBORO
The Stairs|Bench|43.13285560|-72.44453280|100|ROCKINGHAM
The White Horse Ski Touring Center|Locale|42.87341430|-72.85176410|570|WILMINGTON
Thomas Hill-Bell-Phelps Cemetery|Cemetery|42.82008210|-72.68564830|404|HALIFAX
Thompson House|Building|42.84397080|-72.56620140|125|BRATTLEBORO
Timber Creek Ski Resort|Locale|42.96535740|-72.88704340|581|DOVER
Timber Ridge Mountain|Summit|43.19174290|-72.71592830|629|WINDHAM
Timson Moore Cemetery|Cemetery|42.95924700|-72.75842830|392|NEWFANE
Townshend Dam Recreation Area|Park|43.04869010|-72.70231620|157|TOWNSHEND
Trinity Church|Church|42.85174860|-72.57259040|127|BRATTLEBORO
Twitchell Cemetery|Cemetery|43.04702360|-72.67620440|157|TOWNSHEND
Union Church|Church|42.98563590|-72.65620370|170|NEWFANE
Union District High School|School|42.83619310|-72.56147900|128|BRATTLEBORO
United Church of Bellows Falls|Church|43.13507780|-72.44842180|100|ROCKINGHAM
United Pentecostal Church|Church|42.85008190|-72.57342370|112|BRATTLEBORO
Vermont Academy|School|43.14174440|-72.50870040|160|ROCKINGHAM
Vernon Elementary School|School|42.77647150|-72.51842250|80|VERNON
Viking Ski Touring Center|Locale|43.22451980|-72.79426400|364|LONDONDERRY
Village Cemetery|Cemetery|43.17452120|-72.57814670|245|GRAFTON
Wardsboro Road Cemetery|Cemetery|43.00757980|-72.72648320|460|NEWFANE
Weatherhead Hollow Cemetery|Cemetery|42.79202680|-72.59675750|143|GUILFORD
West Brattleboro Baptist Church|Church|42.85508180|-72.60120220|141|BRATTLEBORO
West Dover Congregational Church|Church|42.93924690|-72.85093110|521|DOVER
West Dover Historic District|Park|42.93896910|-72.85176440|515|DOVER
West Dover Village Cemetery|Cemetery|42.93841350|-72.85509790|528|DOVER
West Dummerston Baptist Church|Church|42.92980320|-72.61342480|125|DUMMERSTON
West Dummerston Covered Bridge|Bridge|42.93674770|-72.61342480|99|DUMMERSTON
West Guilford Cemetery|Cemetery|42.80563790|-72.66203670|286|GUILFORD
West Halifax Cemetery|Cemetery|42.78897130|-72.77065020|367|HALIFAX
West Jamaica Cemetery|Cemetery|43.07063370|-72.84287580|452|JAMAICA
West Townshend Stone Arch Bridge|Bridge|43.08452270|-72.70926090|183|TOWNSHEND
West Townshend Village Historic District|Park|43.08424500|-72.71148320|183|TOWNSHEND
Westminster Community Hall|Building|43.07035690|-72.46342180|94|WESTMINSTER
Westminster Institute (historical)|School|43.07035690|-72.46342180|94|WESTMINSTER
Westminster New Cemetery|Cemetery|43.07035690|-72.46675520|110|WESTMINSTER
Westminster Old Cemetery|Cemetery|43.07146800|-72.45508840|91|WESTMINSTER
Westminster Village Historic District|Park|43.06813470|-72.45869950|92|WESTMINSTER
West Wardsboro Cemetery|Cemetery|43.03341210|-72.84759810|426|WARDSBORO
Whetsone Park|Park|42.84730410|-72.57981280|77|BRATTLEBORO
Whitingham Free Public Library|Building|42.79036000|-72.82759640|500|WHITINGHAM
Whittingham School|School|42.78786000|-72.84037440|528|WHITINGHAM
Whitneyville Cemetery|Cemetery|42.79147140|-72.74342730|476|HALIFAX
Wilder Cemetery|Cemetery|43.10452190|-72.85454300|516|JAMAICA
William C Putnam State Forest|Forest|43.20563170|-72.62314800|362|GRAFTON
Williams River-Wright Cemetery|Cemetery|43.21035400|-72.53425670|145|ROCKINGHAM
Williamsville Cemetery|Cemetery|42.94591400|-72.66787050|172|NEWFANE
Williamsville Covered Bridge|Bridge|42.94285850|-72.67592630|214|NEWFANE
Wilimngton Baptist Church|Church|42.86841430|-72.87065350|463|WILMINGTON
Wilmington Chamber of Commerce|Building|42.86702550|-72.86815340|471|WILMINGTON
Wilmington Congregational Church|Church|42.86758110|-72.87009800|466|WILMINGTON
Wilmington Middle-High School|School|42.86591440|-72.86898670|461|WILMINGTON
Wilmington Post Office|Post Office|42.86647000|-72.86843120|467|WILMINGTON
Wilmington Village Historic District|Park|42.86813660|-72.87093130|462|WILMINGTON
Windham Center Cemetery|Cemetery|43.16674330|-72.72592850|524|WINDHAM
Windham Congregational Church|Church|43.18063200|-72.70926140|696|WINDHAM
Windham Foundation|Building|43.17146570|-72.60648080|254|GRAFTON
Windham Village Historic District|Park|43.17952080|-72.70926140|672|WINDHAM
Winhall Town Forest|Forest|43.11618840|-72.85982100|662|JAMAICA
Woodburn Cemetery|Cemetery|43.20202040|-72.69342780|554|WINDHAM
Woodlawn Cemetery|Cemetery|42.99535810|-72.63898100|137|NEWFANE
World Learning School|School|42.89258150|-72.56647920|168|BRATTLEBORO
Worrall Covered Bridge|Bridge|43.19229880|-72.48564440|94|ROCKINGHAM
Worralls Covered Bridge|Bridge|43.21174280|-72.53592340|135|ROCKINGHAM
Wright-Bartonsville Cemetery|Cemetery|43.20229850|-72.55203490|231|ROCKINGHAM
Grace Cottage|Hospital|43.04896800|-72.66787080|184|TOWNSHEND
Canal Street School|School|42.84785970|-72.56147900|93|BRATTLEBORO
Burnett Cemetery|Cemetery|42.93285900|-72.53981200|127|DUMMERSTON
Brooks Memorial Library|Building|42.85535960|-72.56064570|96|BRATTLEBORO
Brooks House Mall Shopping Center|Locale|42.85063750|-72.55925670|71|BRATTLEBORO
Brook Memorial Building|Building|42.85535960|-72.56064570|96|BRATTLEBORO
Brattleboro Retreat Tower|Tower|42.85730400|-72.56703470|156|BRATTLEBORO
Brattleboro Retreat|Hospital|42.85952620|-72.56259020|84|BRATTLEBORO
Brattleboro Post Office|Post Office|42.85452630|-72.55981240|94|BRATTLEBORO
Baptist Cemetery|Cemetery|42.92980320|-72.61398030|136|DUMMERSTON
Adams Lot Cemetery|Cemetery|44.09228520|-72.56927190|350|WILLIAMSTOWN
Alden Speare Memorial Library|Building|43.99701010|-72.45093300|261|CHELSEA
Allen Cemetery|Cemetery|43.98284340|-72.50898980|439|CHELSEA
Avery Family Cemetery|Cemetery|44.11089740|-72.24537290|354|TOPSHAM
Barre City Municipal Forest|Forest|44.18061740|-72.41037920|432|ORANGE
Barre City Municipal Forest|Forest|44.14867310|-72.53288290|319|WILLIAMSTOWN
Bayley Historic District|Park|44.08673150|-72.05120110|135|NEWBURY
Beanville|Populated Place|43.90089890|-72.65593690|220|RANDOLPH
Bear Hill Trail|Trail|44.04256370|-72.63427280|619|BROOKFIELD
Bear Ridge Raceway|Park|43.99812220|-72.16814720|242|BRADFORD
Bethany Parish House|Building|43.92589860|-72.66565990|212|RANDOLPH
Bethany United Church of Christ|Church|43.92450970|-72.66538210|216|RANDOLPH
Blaisdell-Laird-Laird Cemetery|Cemetery|43.95423320|-72.40898640|455|CHELSEA
Blake Memorial Library|Building|44.06728730|-72.22259410|215|CORINTH
Blood Brook School|School|43.92895670|-72.20453610|271|WEST FAIRLEE
Blood Brook School Cemetery|Cemetery|43.93201210|-72.20286940|282|WEST FAIRLEE
Boardman Cemetery|Cemetery|43.95201080|-72.42704250|419|CHELSEA
Bonnie Oaks Golf Course|Locale|43.90562380|-72.15925670|131|FAIRLEE
Bradford Elementary School|School|43.99728870|-72.12564600|128|BRADFORD
Bradford Golf Course|Locale|43.99506660|-72.12620160|123|BRADFORD
Bradford Historic District|Park|43.99339990|-72.13064610|159|BRADFORD
Bradford Municipal Forest|Forest|43.95978950|-72.17453570|417|FAIRLEE
Bradford Post Office|Post Office|43.99339990|-72.12925710|147|BRADFORD
Braintree Hill Cemetery|Cemetery|43.96978680|-72.68816160|483|BRAINTREE
Braley Covered Bridge|Bridge|43.91673280|-72.55648980|174|RANDOLPH
Brock Hill School (historical)|School|44.09617560|-72.13842570|332|NEWBURY
Brock Haven Cemetery|Cemetery|44.14672930|-72.39760060|453|ORANGE
Brookfield Center New Cemetery|Cemetery|44.02784200|-72.59954920|437|BROOKFIELD
Brookfield Center Old Cemetery|Cemetery|44.02895310|-72.60038250|431|BROOKFIELD
Brookfield Elementary School|School|44.01645330|-72.60677130|455|BROOKFIELD
Brookfield Floating Bridge|Bridge|44.04256390|-72.60482750|389|BROOKFIELD
Brookfield Historic District|Park|44.04284170|-72.60371640|389|BROOKFIELD
Brown Cemetery|Cemetery|43.96173110|-72.73788510|230|BRAINTREE
Brushwood Cemetery|Cemetery|43.96284500|-72.16203540|288|FAIRLEE
Buzzell Cemetery|Cemetery|43.92312260|-72.39120770|458|STRAFFORD
Camp Sky Acres|Locale|44.06423090|-72.45648980|508|WASHINGTON
Caswell Cemetery|Cemetery|44.05923100|-72.45454530|521|WASHINGTON
Chadwick Cemetery|Cemetery|43.91034350|-72.62926960|371|RANDOLPH
Christian Science Society|Church|43.92534310|-72.66649330|212|RANDOLPH
Chandler Music Hall and Gallery|Building|43.92589860|-72.66565990|212|RANDOLPH
Chelsea Historic District|Park|43.98812140|-72.44815490|249|CHELSEA
Chelsea Municipal Forest|Forest|43.94978880|-72.39509720|582|CHELSEA
Chelsea Public Library|Building|43.98728800|-72.44648810|253|CHELSEA
Cilley Covered Bridge|Bridge|43.88256680|-72.50398750|158|TUNBRIDGE
C K Smith Covered Bridge|Bridge|43.92867700|-72.55537890|174|RANDOLPH
Clough Cemetery|Cemetery|43.86229060|-72.32203810|310|STRAFFORD
Clough Cemetery|Cemetery|44.05395340|-72.43648910|458|WASHINGTON
Clover Hill Wildlife Management Area|Park|43.85979000|-72.40370680|407|STRAFFORD
Congregational Church of Chelsea|Church|43.98812140|-72.44593260|255|CHELSEA
Conicut Station (historical)|Locale|44.04617660|-72.07592320|131|NEWBURY
Connecticut Corners Cemetery|Cemetery|44.00061970|-72.71844100|479|BRAINTREE
Cook-Huse-Fulton Cemetery|Cemetery|43.89951240|-72.29537130|386|STRAFFORD
Corinth Center Cemetery|Cemetery|44.02312160|-72.27370610|318|CORINTH
Corinth Corners Cemetery|Cemetery|44.00923270|-72.34870810|456|CORINTH
Corinth Post Office|Post Office|44.02367700|-72.29009550|343|CORINTH
Corwin Cemetery|Cemetery|43.99201030|-72.41648740|426|CHELSEA
Cow Meadow Crossing (historical)|Locale|44.10145340|-72.05425700|127|NEWBURY
Currier Hill Cemetery|Cemetery|44.09617560|-72.20481620|399|TOPSHAM
Cutlers Corners Cemetery|Cemetery|44.20200570|-72.41732430|445|ORANGE
Darling Cemetery|Cemetery|44.04228750|-72.33287470|422|CORINTH
Depot Square Historic District|Park|43.92312090|-72.66482660|215|RANDOLPH
Dickerman Hill Cemetery|Cemetery|43.96006590|-72.50648920|444|TUNBRIDGE
Doggall Cemetery|Cemetery|43.98756490|-72.60371510|458|RANDOLPH
Dow Cemetery|Cemetery|43.84090190|-72.33842700|316|STRAFFORD
Drews Cemetery|Cemetery|43.88506710|-72.45343070|368|TUNBRIDGE
Durkee Cemetery|Cemetery|43.92423320|-72.46704300|207|TUNBRIDGE
East Braintree Cemetery|Cemetery|43.99062020|-72.64954980|222|BRAINTREE
East Brookfield Cemetery|Cemetery|44.02062010|-72.57121480|212|BROOKFIELD
East Corinth Cemetery|Cemetery|44.06200960|-72.22120510|219|CORINTH
East Corinth Cemetery|Cemetery|44.05895420|-72.22453850|225|CORINTH
East Orange Cemetery|Cemetery|44.09534180|-72.34120910|372|ORANGE
East Randolph Baptist Church|Church|43.95478790|-72.54676810|188|RANDOLPH
East Randolph Cemetery|Cemetery|43.92784380|-72.55371220|194|RANDOLPH
East Thetford Cemetery|Cemetery|43.81701410|-72.18981180|158|THETFORD
East Topsham Cemetery|Cemetery|44.11867500|-72.23203930|277|TOPSHAM
Echo Mountain|Summit|43.92867890|-72.16259050|368|FAIRLEE
Ely Mountain|Summit|43.87590200|-72.20675750|437|THETFORD
Ely-South Fairlee Cemetery|Cemetery|43.88256860|-72.18009030|169|FAIRLEE
Evergreen Cemetery|Cemetery|43.83645730|-72.36620540|280|STRAFFORD
Evergreen Rest Cemetery|Cemetery|43.83201370|-72.24592450|193|THETFORD
Fairlee Elementary School|School|43.90812380|-72.14592310|133|FAIRLEE
Fairlee Municipal Forest|Forest|43.92729000|-72.18425770|435|FAIRLEE
Fairlee Post Office|Post Office|43.90590150|-72.15175650|133|FAIRLEE
Fairlee Public Library|Building|43.90479040|-72.14814530|129|FAIRLEE
Fairlee Village Cemetery|Cemetery|43.91534580|-72.13203390|129|FAIRLEE
Flint Cemetery|Cemetery|44.01173180|-72.50371260|415|CHELSEA
Flint Cemetery|Cemetery|44.06923060|-72.49871350|467|WILLIAMSTOWN
Flint Covered Bridge|Bridge|43.94923300|-72.45898770|214|TUNBRIDGE
Follett Cemetery|Cemetery|43.81090300|-72.23147930|261|THETFORD
George Peabody Branch Thetford Town Library|Building|43.88645740|-72.25092560|213|THETFORD
Gifford Memorial Hospital|Hospital|43.91673210|-72.66538190|233|RANDOLPH
Gifford Memorial Hospital Health Information Center|Building|43.91673210|-72.66538190|233|RANDOLPH
Gillette Swamp|Swamp|43.86256890|-72.24259170|233|THETFORD
Goodridge Cemetery|Cemetery|44.05728620|-72.53482560|555|CHELSEA
Goshen Cemetery|Cemetery|44.04034350|-72.14648050|340|BRADFORD
Goshen Church|Church|44.04784330|-72.14786960|330|BRADFORD
Goshen School (historical)|School|44.00284430|-72.13786860|254|BRADFORD
Gove Hill Cemetery|Cemetery|43.81756900|-72.32675960|347|THETFORD
Green Mountain Touring Center|Locale|43.92062110|-72.64677040|208|RANDOLPH
Groton Road Cemetery|Cemetery|44.16034050|-72.30787550|505|TOPSHAM
Groton State Forest|Forest|44.17811780|-72.32815420|789|ORANGE
Gunn Brook|Stream|43.83340270|-72.19786770|142|THETFORD
Harlow Cemetery|Cemetery|43.88451060|-72.59287910|197|RANDOLPH
Harriman Brook|Stream|44.08673150|-72.04536760|126|NEWBURY
Highland Cemetery|Cemetery|43.98478810|-72.44593260|254|CHELSEA
Holdens Pond|Reservoir|44.03950840|-72.59010470|372|BROOKFIELD
Howe Covered Bridge|Bridge|43.86506710|-72.49843140|159|TUNBRIDGE
Huckins-Caldwell Hill Cemetery|Cemetery|44.16561850|-72.22787310|548|TOPSHAM
Hunt Cemetery|Cemetery|43.94645520|-72.45982110|231|TUNBRIDGE
Hutchinson-Mann Cemetery|Cemetery|43.99839770|-72.67538410|422|BRAINTREE
Independent Gospel Church|Church|44.01367610|-72.51454620|486|CHELSEA
Interchange 4|Crossing|43.94450970|-72.62177010|339|RANDOLPH
Interchange 5|Crossing|44.11534010|-72.60788480|435|WILLIAMSTOWN
Interchange 14|Crossing|43.81256970|-72.21620130|206|THETFORD
Interchange 15|Crossing|43.90506820|-72.15175650|134|FAIRLEE
Interchange 16|Crossing|43.98395570|-72.13147930|146|BRADFORD
Interchange 17|Crossing|44.15978550|-72.08925890|194|NEWBURY
Jackman Cemetery|Cemetery|43.83034690|-72.29037000|189|THETFORD
Jefferson Hill Cemetery|Cemetery|44.16561870|-72.14259350|360|NEWBURY
Justin Smith Morrill Homestead State Historic Site|Park|43.85979020|-72.37398370|281|STRAFFORD
Kelsey Mountain Cemetery|Cemetery|43.89256700|-72.45481980|414|TUNBRIDGE
